image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,LightNoise,LightNoise_light_param,GradientLightNoise,GradientLightNoise_light_param,CircularLightNoise,CircularLightNoise_light_param,CircularLightNoise_r_circle,CircularLightNoise_kernel_sigma,SPNoise,SPNoise_amount_sp,SPNoise_bw,SPNoise_pepper_color,SPNoise_salt_color,NegativeNoise,BlurNoise,BlurNoise_blur_sigma,BlurNoise_blur_kernel_size,pitch,yaw,roll,scale,label,istance_name
0,0,0,0,0,0,0,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,8,0.942353745,1,24_NON_72192$efdb0dc5-1ec4-48da-9a55-a00095e16735
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0.737678984,1,68_TA_95187$2a9d5c14-4707-4e87-abf5-3778a1a1336f
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,61,0.577040253,0,56_YE_31741$17c01d1e-24b0-49e4-bc33-a18df2a89a00
1,0,0,1,0,0,0,0,0,0,0,0,1,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810765053,1,36_HE_95421$e9515113-7c71-4a15-915f-eabe446c2076
0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,-7,28,0.884813986,0,0,0,0,0,0,0,0,0,0,0,0,0.624659351,1,76_DAL_79822$a74fa804-4174-43ba-a0c9-3fbbaf19f4e6
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,0,51,0,0.527586319,1,51_RE_28999$6b91a5cf-fadb-4776-b1d6-4588dd2d3f7c
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,0,70,0.728030714,0,98_SIN_66009$70b7b1c5-295e-48c3-b442-57cb3c91225a
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.16610239,1,89,213,1,0,0,0,0,0,0,0.59618245,1,26_DAL_35555$aff61f99-0546-4e98-964d-57fbe383352a
0,0,0,0,0,0,0,0,0,0,0,0,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,84,0.873136868,0,45_SAD_03954$1acda463-0f5a-4518-9d8a-c54560e5edc6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.684712183,1,90_RE_54002$76ef67a1-2daf-4c57-ac1c-b2874ffbf46b
0,0,0,0,0,0,0,0,0,0,0,0,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,36,0.581289682,0,97_SAD_31505$f2636455-c4f1-45bd-be60-a80c6f4505dc
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,56,0.617830713,0,09_YE_42125$c5ce9160-1017-4984-aa6d-ea18b541ba81
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,54,0.602602936,0,14_SAD_06676$19e9e984-b640-4a72-8fbf-a25ce7ebf9f2
0,0,0,0,0,0,0,0,0,0,1,-130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,44,0.503500967,0,00_NON_54572$02ad3362-53a2-4660-bae4-bf6df4cbb160
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0.915852235,0,14_EIN_28498$8e343ff4-c271-4953-bf60-ca37217cf4a4
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,127,20,0.288877625,0,0,0,0,0,0,0,0,0,0,40,0,0.597069959,1,11_MIM_58408$2584fac4-9d6f-4b98-8388-cc3dcfef6d91
0,0,0,1,0,1,0,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0.967426454,1,16_HE_39868$9fdffb5b-f908-421f-b38a-d1a3d41e84d9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811247706,1,74_GHAF_65607$87a78b18-9241-44ea-b8aa-29289f33d95d
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.386615795,0,119,185,0,0,0,0,88,1,0,0.985317299,1,40_VAV_82624$9623ab3b-af0f-4cea-aced-3226e55e2c50
0,0,0,0,0,1,0,0,1,0,1,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0.774683095,0,91_BE_99325$41b0e2b7-eda9-4eb4-b610-67837f807341
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.211151873,0,1,220,0,0,0,0,0,0,0,0.987981498,1,63_HE_60641$45558cae-49e0-4b6b-b7d5-6790183ab0c1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0.59019109,0,42_TE_09588$c3ec0ab7-d93e-46f2-ae00-6a99e73cc4ca
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,49,0.768677171,0,69_TE_45666$c26b6568-adc8-490d-b60d-45ae74479644
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,15,0,0,0,0.577974471,1,42_SAD_66336$047df2a9-cc1e-469f-a7f4-969225b5eb0a
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-26,15,0.542976098,0,0,0,0,0,0,0,0,0,55,0,84,0.563413577,0,38_YE_69589$e21a0396-f71e-4182-a184-7542f3c2a96f
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,0,0.913041312,1,56_SAD_49825$743c5562-766d-4305-a650-1ad3c3fda5db
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,71,0,0.584715655,1,57_MIM_51120$9ce6c8ad-b7e6-4537-82ad-66d7d467be0f
0,0,0,0,0,0,0,0,0,0,0,0,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711845749,1,79_YE_17395$819e96e1-e97d-4b10-b2cf-bde61041555e
0,0,1,0,0,1,0,0,0,0,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0.657865386,1,17_LAM_67203$a5e72fdf-c29e-4d57-88be-0e5296e3c325
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794064548,1,11_TE_54364$287f7441-9bf0-4c3c-99e8-e3d21252dced
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0.947679489,1,62_GHAF_62834$cfc0abc7-1e32-491c-8a15-3929d127340b
0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,-53,28,0.914851284,0,0,0,0,0,0,0,0,0,0,50,14,0.841206785,1,17_EIN_62636$d1e923f5-4536-41e4-8a5d-89b16c1cdd10
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-141,25,0.869713411,0,0,0,0,0,0,0,0,0,0,0,0,0.668553474,1,52_EIN_32587$9c2129fd-2791-4ebb-89d2-93121e53c8a3
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0.322496475,0,74,162,0,0,0,0,0,0,0,0.514393432,1,24_SAD_64376$768acccd-80bb-46f6-bf44-b751084bd098
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23578714,1,102,248,0,0,0,0,0,82,0,0.504383237,1,04_RE_30151$8db1427a-e31f-46bf-8d0d-bcdd58d79007
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,82,0,0.873977235,1,74_MIM_61960$c76045c8-2c67-489e-95d5-2c2e72eabaa6
0,0,1,0,0,0,0,1,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0.629165539,1,64_HE_48830$28a0eb5f-9a11-4f53-8b78-54096f518752
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0.644823637,1,98_VAV_28781$5766c321-d3b1-4608-9deb-ce87bd609ef3
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.157261805,0,30,217,0,1,5,7,0,0,34,0.723749618,0,28_MIM_59674$ee1c1fe5-0b14-4017-97d7-2b03f4bb3d0e
0,0,0,0,0,0,1,0,0,0,1,142,0,0,1,106,28,0.618945583,0,0,0,0,0,0,0,0,0,0,89,0,0.862059566,1,77_WHEEL_62349$bb3e6bfb-4714-4bce-b7c3-174e3dc2600c
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0.873219268,1,13_TA_35947$e6b9f8f7-bcf4-4f2d-9dbe-0d471e76e3ec
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,39,0,0.673240121,1,66_GHAF_40061$9bfff17d-7985-43c8-ac1d-a5e94aced6a0
0,0,0,0,0,0,0,0,0,0,0,0,1,-98,0,0,0,0,0,0,0,0,0,0,1,7,5,7,0,0,0.833988199,1,33_TA_08505$9f6ef23a-0132-43c6-b1bb-9fa88292dfce
0,0,0,0,0,1,0,0,0,1,0,0,1,-130,0,0,0,0,0,0,0,0,0,1,0,0,0,49,0,55,0.693729709,0,10_BE_13607$ddccbcc2-28a7-4f76-892d-da5e22fab679
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.562500461,1,44_HE_01125$42fbe6dc-903c-44bb-aa64-6a969d6098ce
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70,0.503286985,0,60_VAV_71669$19a48f3e-6fe5-4a1b-bf82-2001ae68eb80
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961440434,1,86_TE_94131$b5825463-e9a3-4e37-8de3-f8535cc279ae
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0.677300167,1,00_TA_24458$00833c03-b59c-4c40-a92a-f1c2d679be9a
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668175266,1,37_VAV_36324$42da40ce-8286-472d-ae23-129f376e9965
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0.531799233,1,71_WHEEL_46426$bf99066e-ddfd-4d02-94c1-4cc7ab90cccf
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,130,20,0.799540589,0,0,0,0,0,0,0,0,0,0,0,0,0.748991988,1,50_LAM_79658$e4f6b570-e447-43a3-b78e-4e612627d868
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0.769546549,1,76_BE_33049$92573614-a874-4785-8bf0-0f3a04d58ba1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.758281613,1,48_BE_54451$ae0ddbbb-878d-4076-beeb-2a939601cfe7
1,0,1,0,0,0,0,0,0,0,1,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540094792,1,59_YE_36236$931cc7d8-aa1c-4032-b255-ea578ee7d2cb
0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,5,0.657929308,1,99_GHAF_31715$57ac90d3-6091-4525-bd87-d3d8c8d2aa61
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669644207,1,62_TA_16104$4c36c8f9-a0bf-4ffb-a947-4572558db116
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.187847066,1,37,214,0,0,0,0,0,70,0,0.679987485,1,15_TA_36457$115ef1d4-dc4a-47ec-a900-6917412dc3ff
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840364214,1,98_DAL_36195$fc77b078-ae56-491e-9324-e4a9c85aa5ad
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.725332897,1,96_TA_22093$6ebf3bad-c5fb-455d-ac79-03a5d95c4b5d
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79155134,1,70_EIN_26017$1c12288e-9f5f-4460-b52a-a95209bd6ae5
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,71,0.663601744,0,48_SAD_16273$e516ffe2-12f9-459e-b3d7-8dcb2273a32e
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.393553633,1,123,176,1,0,0,0,53,0,21,0.868137408,0,21_GHAF_61876$383d0f5a-ccbe-47db-aaec-6d0e62423042
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,17,0,0.715904402,1,78_EIN_24426$7c30c510-c994-4661-aed5-617d29b2d032
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,0,0,0,0.781163374,1,81_MIM_35578$d7533371-1052-483f-bd7d-218ce6bbe574
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,0.982103856,1,23_RE_02538$4b0efcf3-04ba-4124-9717-464cf6ed6621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,0,9,0,0.696483603,1,78_DAL_85389$b70a5ff2-8d5d-4093-a2a8-3781a723a8a5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,37,0.76513402,0,04_BE_67771$d66bf9f3-67d6-414b-839e-9b0b859e9561
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,57,55,0.737360697,0,59_MIM_37726$b3ab2de7-6371-4c46-8557-0dc5deee2f72
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0.781711194,1,52_VAV_44484$980610f0-94f1-49fd-96d2-9bf5c5db6b4d
0,1,0,0,0,0,0,0,0,0,1,100,0,0,1,87,30,0.1258492,0,0,0,0,0,0,0,0,0,0,0,21,0.934763632,1,10_GHAF_80330$ec0d002a-9861-4a45-8184-e5b2ee3ea13b
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,71,13,56,0.556944885,0,72_LAM_87494$f9cafe6c-c115-441c-add5-4407ef93dc34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,72,0.547273282,0,82_DAL_87030$6d39223e-b637-4840-80a7-1b8d50d42806
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76902372,1,25_BE_98398$bde3f916-67b9-4867-8417-0ad3f164b56a
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88408699,1,82_NON_92039$8e0deb03-f856-4788-a22a-4c2a4803955c
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,38,0.524790822,1,58_DAL_88816$21892d64-29d3-4f30-aac0-28632c61b9fa
0,0,1,1,0,0,0,0,0,0,1,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,88,0,0.799290318,1,58_VAV_87755$45399b52-f68a-455e-9d58-5d1844772f52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.366250622,1,23,253,0,0,0,0,2,0,76,0.669163969,0,51_WHEEL_93809$01d9caba-6ebd-414b-8b58-cb3958e55563
0,0,0,1,1,0,0,0,0,0,1,-145,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757218573,1,79_SAD_72430$8e3163ed-db02-430b-b8c3-f60c006e69be
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,130,24,0.017664927,0,0,0,0,0,0,0,0,0,19,39,76,0.789946397,0,03_GHAF_49334$9ced37fa-419b-4344-a8db-ee1a49223b81
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,0,57,18,0.8864985,1,70_TA_71737$3dfdb511-5b86-4c82-8d11-a2825d24e363
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63,0,84,0.701323975,0,68_HE_06043$8aa657d0-d4f0-456d-8ad1-221e7e02d906
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0.996839519,0,77_TA_57207$2ee1b7c0-66fe-49fd-b42d-5e4770286030
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.267501752,1,28,181,0,0,0,0,0,0,13,0.889407966,0,51_WHEEL_42279$0f904d0e-4a38-4648-8a7f-4d94f3547eac
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0.970500962,1,70_LAM_09749$69550c9c-7a6d-405a-a7e9-c408d328711d
0,0,0,0,0,0,0,1,0,1,1,127,0,0,1,56,19,0.967121406,0,0,0,0,0,0,0,0,0,0,0,0,0.535120497,0,30_WHEEL_46751$ab5ec495-5f41-42ab-9dbc-09e14d288298
0,1,0,0,0,1,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,1,0,0,0,57,47,0,0.578895451,1,05_TE_86380$8ba1c87c-c10e-4cef-addd-f866e7731532
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,32,0.659026443,0,06_TE_51821$5ca6893b-92f3-4f8b-91ce-006f28b86ce0
0,0,0,0,0,0,0,0,0,0,1,92,0,0,0,0,0,0,1,0.250859921,1,107,157,0,1,6,11,38,0,0,0.997925416,1,55_BE_34418$46a05872-a676-416c-9fd3-a2f1cf1c854c
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598530958,1,10_HE_66404$9b2200cc-c902-4e04-a0a5-c1bf7f61484b
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844366871,1,92_YE_71516$a9d3a114-7882-47ad-81c9-e6d50aaaa4af
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,59,0,0.690468519,1,41_JIM_41327$f1027b3c-c2e6-4c6b-9370-c50797991992
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0.704922198,1,92_MIM_75700$13653473-4c06-4d78-8cc4-a3719ff64db0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,16,24,0.396833504,0,0,0,0,0,0,1,8,15,88,40,44,0.582863578,0,57_YE_70965$6ec1174a-4f9f-4683-ab31-5e6e021ac766
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650702417,1,14_LAM_15511$9fc2d418-5b65-4b6c-81f3-0838be097807
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837605228,1,22_TA_80429$2419ebf8-2eb2-4299-84ae-6c5b47a0c045
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0.905500293,1,58_YE_53049$8ff94997-6466-454a-86bb-96435cc57077
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0.899040339,1,70_HE_63621$0cb2a5ea-9933-4413-82ad-a55e41e76358
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,18,0.910951659,1,79_TE_39395$e9307bad-a479-4e21-bde5-2a0941e5043d
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989885948,1,67_TA_00343$2514085d-22b1-4f0d-812a-9d02737812f4
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-50,17,0.083316388,0,0,0,0,0,0,1,3,11,28,0,0,0.690245908,1,84_GHAF_33541$70c30f38-3b3c-4301-bb6d-d4cdf8a4530e
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,0,0.874218904,1,00_EIN_95652$0ea1f76c-33e1-4027-b59a-a086e5bea1e7
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887467118,1,33_SAD_14184$3d498899-586c-4e9e-81e6-1e395e1b2449
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,82,81,0.812579813,0,99_WHEEL_70904$4f058e6b-4d28-451c-8f23-074dc553e44c
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,19,0.927161241,1,07_SIN_31634$e1c14e5f-8ae8-4414-9ba2-5d31fb6e3817
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.311845491,0,30,190,0,0,0,0,75,0,80,0.538076839,0,25_GHAF_99419$9c102954-0714-4763-8d23-5c7026a0e240
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.368232117,0,72,174,0,0,0,0,71,73,0,0.944066864,1,82_BE_61277$7f825262-4db6-4199-b715-88ee7970b522
0,0,1,0,0,0,0,0,0,0,1,107,0,0,0,0,0,0,1,0.259110475,1,35,167,0,1,3,7,0,1,0,0.882816496,1,98_JIM_83554$b50a7f6d-6b34-4d19-8fab-c00cbea388f8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,54,0.895609556,0,87_YE_86305$f2609908-4cec-4b2a-9831-b7ff25ef66a1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0.682497842,0,18_VAV_99270$292fcd39-f8a0-436f-981d-9f78121c402b
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,21,0,59,0.648480862,0,45_NON_90385$ac81abe5-ae1c-49f0-b2a2-2392ee82ec78
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74388635,1,58_NON_92834$3fb2eaa1-6376-4524-9c14-89a7069ceccd
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,116,22,0.962315803,0,0,0,0,0,0,0,0,0,76,0,45,0.51467963,0,41_DAL_97806$7a56b285-f2b3-4b6a-9997-8552bff4d9f8
0,0,0,0,0,0,0,0,0,0,0,0,1,31,1,24,24,0.743725915,0,0,0,0,0,0,0,0,0,0,7,65,0.941773838,0,10_YE_44351$e10a0d7c-a09b-490a-9a5a-1a4ca7cca6d6
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,89,72,0.899127549,0,34_YE_27882$bc4a1772-e276-432a-89c8-0c642e47a502
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.264145855,0,6,153,0,0,0,0,20,0,0,0.751616598,1,12_DAL_94330$8bbe2432-0b47-4a6f-92c4-208cd42508a8
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,15,0,0,0,0.702300183,1,29_BE_76314$d07596f8-e1d9-4739-905b-5eb2f4b22102
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.681958096,0,58_MIM_23328$77a4a996-d63f-4df3-a119-e153d3584395
0,0,0,1,0,0,0,0,0,0,0,0,1,140,0,0,0,0,1,0.15327082,1,72,144,0,1,5,9,0,51,82,0.783119826,0,32_EIN_74717$472331c7-1eba-45a1-b56f-269d51aad0ff
1,0,0,0,0,0,0,0,0,1,0,0,1,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.840688283,1,37_EIN_23785$463d0abd-4572-4a5c-a45b-29c431d2ad46
0,1,0,0,0,0,0,0,0,0,0,0,1,119,0,0,0,0,1,0.180570015,0,34,170,0,0,0,0,56,51,0,0.817975879,1,99_SIN_33295$27ce7da7-922a-49bf-afa1-23420765837e
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,62,0.924807127,0,36_NON_56335$0f7c9ec2-da7c-415b-b7ac-88aa84e226d8
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.349086717,0,48,251,0,0,0,0,75,15,28,0.681512836,1,29_BE_36555$796992d0-0ec6-44c7-9338-19d7405eb96b
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29,30,0.554321046,0,54_RE_18165$a5526304-2081-49a7-83b5-26d313ebfebb
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-5,27,0.25494954,0,0,0,0,0,0,0,0,0,0,0,29,0.728494496,1,46_EIN_29989$9a8c668f-e41e-48ad-aee5-b42f63c6f0ce
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,110,30,0.821565563,0,0,0,0,0,0,0,0,0,54,21,0,0.744126942,1,48_JIM_63455$21974ef8-efc0-4f07-b391-7025e16204fb
0,1,0,0,1,0,0,0,0,0,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,48,0.833664229,0,65_MIM_65024$c923fc51-af06-4add-865b-ef78d948ede8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749205911,1,18_GHAF_88604$25fa5fb5-6d4f-46c4-9361-5d58ac063592
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,14,0,0.75257625,1,31_MIM_01552$b864722b-9710-40e0-a938-a37629995218
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,33,0.996519937,0,69_BE_02662$1a6e7f2e-98ac-4499-97b2-deaeaff99eee
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,55,0,0.8130136,1,47_MIM_56314$dbd53b5b-53f9-4c33-8df8-6c7738c31c3d
