image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,LightNoise,LightNoise_light_param,GradientLightNoise,GradientLightNoise_light_param,CircularLightNoise,CircularLightNoise_light_param,CircularLightNoise_r_circle,CircularLightNoise_kernel_sigma,SPNoise,SPNoise_amount_sp,SPNoise_bw,SPNoise_pepper_color,SPNoise_salt_color,NegativeNoise,BlurNoise,BlurNoise_blur_sigma,BlurNoise_blur_kernel_size,pitch,yaw,roll,scale,label,instance_name
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.778,0.0,0.418,Correct,32_NON_54283$21ec98a2-739b-4c1b-aa1a-0e2ed7019e04
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.00293,0.0,0.922,0.8438,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.6475,Correct,78_GHAF_03072$6a85aefa-f1c6-4dfe-a744-b884ecd08c6d
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5205,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.7393,Correct,66_SIN_16726$d49472cb-dff7-4818-9b0c-445b5e4485ce
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.10156,Correct,49_NON_29594$66c5e723-661b-496f-8420-57fce5d198fc
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.4443,0.03333,0.1455,Correct,35_BE_10734$aa75f9e3-995a-49c9-a18a-42d701a23d4f
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.06665,0.1084,Correct,49_MIM_74534$6e2d4e47-b87a-4747-8abe-e19608edeadb
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.05554,0.0,0.778,0.03027,Corrupt,30_TE_92051$997749cd-5da6-4211-ae96-fabbfd74bfa0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.0,0.4614,0.0,0.0,0.0,0.9443,Correct,05_SAD_06266$fccdb738-72b1-4d57-8c56-be307ea0f4b9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.6147,0.0,0.914,0.6875,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.1475,Correct,73_HE_53437$e08b6cac-ef1c-4c7c-aedd-dad0f1cf5259
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.804,0.0,0.4297,0.1875,0.0,1.0,0.2,0.615,0.0,0.789,0.1,0.2812,Correct,99_TA_05630$f047a63f-576b-48c9-9ff1-86a0ebe854c9
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5176,0.0,0.5,-0.9375,0.0,1.0,0.694,1.0,0.6875,0.3984,0.0,1.0,1.0,0.923,0.567,0.1777,0.4443,0.3086,Corrupt,70_RE_88469$a5ad5ccc-5137-4ddc-a4b7-d2ff7c530072
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4353,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.2,0.4614,0.0,0.0,0.7446,0.4287,Corrupt,05_BE_02784$ade02ff2-ad54-417b-9ee5-827d786669e5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5796,1.0,0.5146,0.0,0.5,-0.9375,0.0,1.0,0.6577,1.0,0.547,0.6016,0.0,0.0,-0.6,-0.2307,0.7,0.07776,0.0,0.1973,Corrupt,58_YE_23059$6a9aec51-5a6d-4877-a43b-9126e26430f3
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.5776,0.664,Corrupt,83_JIM_53654$d2df2687-7f51-4ff8-8dfd-6629e338f222
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.2333,0.4556,0.2002,Corrupt,73_DAL_44435$a3974be9-a11e-4987-bb11-8fed76e0e7f9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.589,0.0,0.0,0.622,Correct,65_EIN_78313$a967c37e-0613-4f42-916c-3bbc49d94e92
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.879,Correct,73_MIM_98641$182bf42a-4e76-4ab8-ad58-f77da40195d3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.2118,0.0,0.5,-0.9375,0.0,1.0,0.567,0.0,0.5156,0.3672,0.0,0.0,-0.6,-0.2307,0.0,0.989,0.3333,0.702,Correct,09_LAM_25540$55e012b8-3984-48d7-bfcc-169b30291d71
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2441,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.4443,0.1444,0.1777,0.4473,Correct,22_TE_13302$d427b26b-8a22-4892-8791-438fab659bad
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.379,Correct,61_RE_00205$d8e4798d-f049-452f-9df8-edd033beb419
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.967,0.4666,0.5156,Corrupt,87_MIM_99898$14626896-f8d1-403c-b7ab-e5e89c7bf816
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.8335,0.2129,Corrupt,60_DAL_20775$c1362817-6259-4a33-b33e-7adb18ae4d39
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.2251,1.0,0.9375,0.125,0.0,0.0,-0.6,-0.2307,0.911,0.0,0.0,0.752,Correct,57_GHAF_69787$9b80acff-30fa-4e2e-81c0-a58e0aa4a5e4
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.711,0.967,0.1555,0.6436,Correct,23_YE_89546$543c5c85-3a0e-4359-b99b-109bac3bfba2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.2,0.923,0.0,0.5444,0.533,0.3662,Corrupt,37_EIN_04256$5b200534-b92b-4363-8438-234433a13d51
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.08887,0.0,0.0,0.1631,Correct,67_DAL_53129$cc55b787-a385-4695-a802-ea626015d6be
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.1377,Correct,68_SAD_73566$3d5dbf0e-954a-4c2e-855f-54a119ec8367
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.7676,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.7666,0.0,0.3667,0.02051,Corrupt,68_WHEEL_38731$ed5e6baa-5c74-4b56-8449-cef90ab70bc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,1.0,0.2,0.769,0.9224,0.0,0.4556,0.8066,Corrupt,78_GHAF_30733$64a017be-c265-4f33-9a25-add37b8e975d
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.421,Correct,52_HE_35016$36e926f9-c5b5-4b37-bd58-39fb096063d7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.891,0.1875,0.2285,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.1,0.0,0.0,0.04297,Correct,41_YE_55536$7420d034-38f9-4fad-a9ae-4268c965e07d
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.511,0.2333,0.7554,0.3662,Corrupt,61_JIM_02971$73678f0a-b9ce-4e2b-8f4f-454968693d1a
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.689,0.0,0.01111,0.1006,Correct,29_JIM_17695$b03cebcb-292d-4237-ba43-4c12448f884d
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.933,0.1,0.0,0.58,Correct,67_WHEEL_47373$410fd647-2042-440e-acfb-26fe859aad70
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.1555,0.533,0.0,0.5664,Correct,77_SAD_56875$9ebe1736-315c-47af-8a19-b5798adeb1bb
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.793,Correct,74_LAM_73760$97a52f8b-bd87-43bd-a9ec-cca9c34ef273
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.7,Correct,40_NON_26129$1149a9ab-5333-4ee1-ae00-842e5897c6a8
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.4778,0.8887,0.0,0.954,Correct,47_VAV_21971$18f77ce5-f990-4e45-8c32-2dba88a8e25f
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8413,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.96,Correct,66_NON_33689$2e1368ac-623d-41df-ae4b-499fe3617c66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.2842,Correct,48_HE_21418$43a6d2c3-d9f4-4f1d-911b-4041ea5782f9
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08527,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.1222,0.0,0.567,0.962,Corrupt,10_BE_81491$bac82667-b634-454d-921e-d48316c40e50
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.6,0.06665,0.0,0.4492,Correct,70_SAD_83270$6e558d4f-3b22-4005-b166-b8df8bfc7128
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.1647,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.3445,0.0,0.844,0.837,Corrupt,45_JIM_27370$06597405-bfa8-4a9a-9eb2-db9b655ace66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.1666,0.0,0.07776,0.753,Correct,05_SIN_77632$f9a97af7-d290-42d5-af2e-4974d8cce599
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.4404,Correct,99_BE_68631$c61e0e7f-717e-4292-ae48-05ab07a2f3fb
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.7344,Correct,24_BE_37214$f9d485ac-a4c3-4f76-b3c8-e8245307aea3
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4558,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.4778,0.99,Corrupt,67_EIN_86436$ddfbd846-1e6a-49c4-af62-8bd27c6f5256
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9263,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.5225,0.0,0.9893,Correct,19_LAM_54148$5a29ada5-487a-4348-88b6-12ec55a06d80
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.3667,0.0,0.0,0.8076,Correct,97_HE_95572$4ab0c0e4-3f02-4a60-ab6a-c0437421405d
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.6,0.0,0.2556,0.0,0.0,0.1934,Correct,42_BE_64467$4a291e84-0870-499d-b371-fa33a81bc5ff
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.953,1.0,0.5796,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.3777,0.0,0.4082,Correct,68_TA_34110$e0bd5331-e704-48bb-a0e0-ad3d3d6a0d07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.4766,0.1875,0.4656,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.7446,0.9556,0.01111,0.876,Correct,94_SAD_33384$2260a7d0-8bd1-477d-8781-c4b5d7c68226
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5117,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.533,0.0,0.0,0.126,Correct,04_VAV_85287$a3fa1f3d-a3e7-4b55-b484-9ab831591f63
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.8,0.923,0.0,0.0,0.9443,0.2832,Corrupt,70_TE_05810$1b29b573-ed65-48e0-8504-81044d84c40d
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.592,Correct,20_LAM_76565$6295f4bb-1066-46ce-acee-57b585e34e07
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.2222,0.0,0.4893,Correct,70_MIM_97343$62bbd3a1-86f5-4307-98e4-80166385748d
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0794,0.0,0.5,-0.9375,0.0,1.0,0.5337,0.0,0.953,0.539,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.0762,Correct,90_GHAF_60425$358719e8-24b4-4a42-9a75-4eecbf6d6797
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.1333,0.0,0.5,0.8174,Corrupt,49_NON_32970$4fde33a8-c9f2-4916-8d99-774922e277a6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.07776,0.9556,0.0,0.786,Correct,78_HE_04705$39c1eeff-879a-406b-9529-9850d1e090e6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.495,Correct,87_MIM_24071$a1ac0ce1-7eda-4a7f-8871-b385021ce6f7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.6,0.1538,0.589,0.0,0.0,0.12305,Correct,57_YE_40948$3b37524f-b365-49c7-92d3-eb4a70edfdda
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.3381,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.2,0.615,0.0,0.4888,0.0,0.3389,Correct,69_MIM_48134$4642cf09-69f2-4b60-96d5-115e037bb3c3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.1222,0.8037,Correct,23_HE_18436$311e7f44-1322-4c9b-b30a-25d7aff07d23
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.1699,Correct,71_RE_87317$c8ffbc40-512b-4b75-bd82-5bd330837cd2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.789,0.0,0.0,0.3105,Correct,70_GHAF_23875$9ed0d945-e17a-418a-8993-57bff21697cb
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.5557,0.0,0.662,Correct,36_JIM_35541$a139374d-869c-4fb5-9c47-08b16ea5af65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.03824,0.0,0.5,-0.9375,0.0,1.0,0.03516,0.0,0.2812,0.5234,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.2222,0.507,Corrupt,08_TA_24907$9f966803-528d-488d-8a67-16619a8b16c9
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.7666,0.0,0.4778,0.908,Corrupt,87_NON_30206$325b3649-701d-48f1-9742-f916954b7a9a
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.166,Correct,07_YE_72640$4249525b-c5d9-4696-8561-e0d46986f12b
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.9775,0.6113,0.11914,Corrupt,52_GHAF_13468$93649b39-d692-4264-af55-0026e0b12b5d
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.924,Correct,78_LAM_28214$a0b6f2a2-5018-4e5a-b8f6-dc1e6d075e6a
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.2803,Correct,72_SAD_87421$c3c8f0f7-5922-4413-950a-dd39e889c837
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.1377,0.0,0.2422,0.2266,0.0,0.0,-0.6,-0.2307,0.211,0.878,0.0,0.0547,Correct,79_HE_38800$03358241-1f78-4c34-a683-1b8da4555197
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.3794,0.0,0.00718,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.8,0.769,0.0,0.0,0.5444,0.2285,Corrupt,32_HE_93645$1b62b238-ec49-4ad3-b8da-90045691129b
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.4666,0.0,0.9556,0.1094,Corrupt,57_VAV_58013$0804c339-3e0c-4407-9b64-d11f76ad89d1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.5454,0.0,0.914,0.3281,0.0,0.0,-0.6,-0.2307,0.0,0.878,0.0,0.8604,Correct,86_SIN_85925$938c915b-9b03-4374-8972-6c4ee09f1471
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.8325,0.6875,0.5137,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.742,Correct,96_WHEEL_45330$75e3c9d2-25c5-4a03-9ab7-e38374b14524
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.6777,0.567,0.0,0.0635,Correct,60_LAM_31031$19d48428-4017-40d2-96e5-58c54bdb044a
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.533,0.0,0.9395,Correct,26_VAV_59579$ba5fcd06-a7b2-41ed-ab04-a724e66823c9
