image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,LightNoise,LightNoise_light_param,GradientLightNoise,GradientLightNoise_light_param,CircularLightNoise,CircularLightNoise_light_param,CircularLightNoise_r_circle,CircularLightNoise_kernel_sigma,SPNoise,SPNoise_amount_sp,SPNoise_bw,SPNoise_pepper_color,SPNoise_salt_color,NegativeNoise,BlurNoise,BlurNoise_blur_sigma,BlurNoise_blur_kernel_size,pitch,yaw,roll,scale,label_noise,label_rotation,label,instance_name
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.8887,0.0,0.9365,Correct,Correct,Correct,87_RE_68079$666c9b0d-2d08-4e7d-ae69-2a340869c95f
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.1333,0.0,0.74,Correct,Correct,Correct,00_NON_73866$c9a5a5d5-8066-4a96-8344-4bfd44c7707b
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.913,Correct,Correct,Correct,24_JIM_97834$2a4d6a49-578c-41ad-80d3-309e582417c3
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.689,0.4775,Correct,Corrupt,Corrupt,41_SAD_54242$9f0ce7cc-068b-45e3-beb4-27adb9f958d1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.8555,0.0,0.1333,0.4414,Correct,Correct,Correct,98_JIM_19378$7cb9c1bb-f13f-40b5-abe8-5984d31a65b1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.9795,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.3333,0.2778,0.0,0.913,Correct,Correct,Correct,43_RE_75972$6a6048f5-5722-4037-abe5-0e0ec685c645
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.2666,0.911,Correct,Correct,Correct,04_VAV_20197$4d8b35fd-42f0-44f1-8ce1-a651c1611cbb
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.3333,0.1,0.0,0.1074,Correct,Correct,Correct,41_DAL_08989$dc0f9406-37d4-4437-871c-e1ab5d7a1deb
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.4443,0.0,0.0,0.09375,Correct,Correct,Correct,55_BE_11351$ca3f0f27-0e2f-4bd2-a33c-816bd464fe3b
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.08887,0.622,0.7334,0.02051,Correct,Corrupt,Corrupt,43_SAD_94831$3da26748-d3da-485e-8119-80edddf6c5c4
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.4,0.0,0.0,0.04443,0.0,0.04785,Correct,Correct,Correct,54_SIN_56714$9a9ad15b-aee0-46b5-91b1-d5e77d8d8c77
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8735,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.02222,0.715,Correct,Correct,Correct,99_TE_66990$db66087b-c5cc-4225-9099-eb472500c41f
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.04443,0.0,0.955,Correct,Correct,Correct,13_EIN_30294$9a20cf7e-f81b-4d5a-8201-6d4e8e71f385
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.511,0.9775,0.933,0.1631,Correct,Corrupt,Corrupt,12_WHEEL_38535$49272704-d1c5-424c-bf67-3c399dd6f320
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.622,Correct,Correct,Correct,20_TE_22967$d1f556cc-9b05-45ea-9037-420fa31c7d81
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.01111,0.0,0.622,0.2422,Correct,Correct,Correct,72_WHEEL_94121$48bb5e22-0227-4a7a-97ef-907b9a7d861f
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.782,Correct,Correct,Correct,63_VAV_56264$9e11f6b9-6ac6-4cfa-b484-1c36d84ddc47
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.5,0.0,0.3623,Correct,Correct,Correct,30_TA_35584$80b2cf78-f8eb-47f4-9f89-ac7ecfa8f32c
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.5,0.0,0.5225,0.3057,Correct,Corrupt,Corrupt,06_BE_96673$109e65dd-918f-4fbd-8523-16aef658a131
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.3777,0.9746,Correct,Corrupt,Corrupt,67_LAM_88671$ecc11927-9c9b-4b5f-953b-75208121a268
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.8525,Correct,Correct,Correct,53_TA_27059$b4013636-95c5-4863-b8c5-c9d12583f40a
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.741,Correct,Correct,Correct,76_LAM_06939$7d6485bd-897b-4fbd-b6c9-2f648ac1d2c3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.8335,0.0,0.3,0.5713,Correct,Corrupt,Corrupt,13_NON_69014$63183d74-abf9-42be-a7b8-56d828a4e9e2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.952,Correct,Correct,Correct,09_VAV_75349$9580bb01-da43-4a96-be73-1fe761f33e24
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2617,1.0,0.815,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.5,0.6943,Correct,Corrupt,Corrupt,99_BE_59931$27b95794-36d8-4ffa-80bd-3a1358b3509e
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.722,0.7446,0.5254,Correct,Corrupt,Corrupt,53_RE_76840$eeb2aa49-53b9-418c-b341-500895e45f3f
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02353,1.0,0.4854,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.124,Corrupt,Correct,Corrupt,01_SAD_75155$4659795d-0e71-43ec-9da6-b0c313b6b37f
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.911,0.0,0.0,0.2119,Correct,Correct,Correct,42_VAV_01143$e26d02c5-7c67-40a7-b400-a193fdbdecb2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.967,0.0,0.0,0.4912,Correct,Correct,Correct,47_WHEEL_27012$2ba22f9b-1d78-41e8-87f7-11e884bc12fa
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.462,Correct,Correct,Correct,11_VAV_66481$5b64cd57-20b5-472a-86de-f83482081ffa
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.6445,0.0,0.0,0.923,Correct,Correct,Correct,71_RE_42999$cf1d10f0-d0ba-4980-ac94-82ca241af668
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.287,Correct,Correct,Correct,09_YE_87774$ad5beb49-79a7-4b2d-af42-1abda39602bb
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.05,0.8125,0.597,1.0,0.08203,0.0,0.2969,0.25,1.0,0.0,-0.6,-0.2307,0.1333,0.0,0.0,0.6025,Correct,Correct,Correct,00_HE_76225$dd43b656-6dc5-4bcc-ac73-67084fa881d4
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.435,0.0,0.01563,0.836,0.0,0.0,-0.6,-0.2307,0.4888,0.0,0.0,0.1553,Correct,Correct,Correct,02_WHEEL_38494$d7316de4-32ad-4eca-9607-f4a9fd1f3818
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6914,1.0,0.715,0.8125,0.8594,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.1621,Correct,Correct,Correct,78_HE_21019$6e2514e0-71cc-4c29-b5cf-3f9736a40482
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.1888,0.03333,0.311,0.501,Correct,Correct,Correct,38_TA_87487$1ff7138e-389f-436d-9b2b-fe83a5e3da62
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.4,0.0,0.0,0.7334,0.01111,0.6875,Correct,Correct,Correct,91_DAL_06478$f0d8b62f-af76-4160-a370-ea4269cbaf30
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.1222,0.547,Correct,Correct,Correct,46_EIN_97529$75d8b0f9-3323-423e-b8b4-ffdcceb89587
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5527,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.08203,Correct,Correct,Correct,68_SIN_03734$e9b6e235-d7e0-4713-8d28-6f8feef9ffa7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.2036,1.0,0.375,0.4922,0.0,0.0,-0.6,-0.2307,0.0,0.722,0.0,0.6846,Correct,Correct,Correct,25_JIM_48551$29fa8be2-431e-4a78-a4a9-4e7748c52b8a
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.932,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.7446,0.0,0.835,Correct,Correct,Correct,38_RE_17381$461386c5-4be3-40a0-adcf-35e605340cad
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.8477,Correct,Correct,Correct,51_LAM_29933$05f005cb-82bf-4f5c-9e80-2759a92a0a1e
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.2778,0.1444,0.8213,Correct,Correct,Correct,31_VAV_08291$b1362898-1521-4d33-a8ce-284ea3e6c261
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.1,0.5625,0.4556,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.06665,0.4666,0.9,0.9473,Correct,Corrupt,Corrupt,37_YE_13863$904011b8-321a-4fa6-ad77-56d42c9c59c9
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.6,0.923,0.5225,0.0,0.0,0.9834,Correct,Correct,Correct,25_TE_19982$8b2aa40c-15b7-4e61-81f9-e8b999c4c732
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.8667,0.0,0.0,0.6562,Correct,Correct,Correct,31_GHAF_55177$0b5b01aa-2863-4065-8947-71d23960636d
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.997,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.6987,1.0,0.7656,0.5234,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.2119,Correct,Correct,Correct,85_WHEEL_21356$fb3ad301-3ab8-4c0d-97f9-463400cda26a
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.8887,0.962,Correct,Corrupt,Corrupt,69_EIN_52430$6592ff00-7cf0-48ba-89ed-ac2182eea896
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.967,0.1,0.0,0.3691,Correct,Correct,Correct,72_EIN_65710$0458e5c1-a242-49fa-81a8-4542a72ed065
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.878,0.211,0.0,0.836,Correct,Correct,Correct,63_GHAF_71081$243f149e-55d9-45e5-be37-42b7c2d33810
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.444,0.25,0.0372,1.0,0.1665,1.0,0.6094,1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.6074,Correct,Correct,Correct,52_SIN_05403$b179f713-ae0b-4694-a38c-b70fc6534b31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.08887,0.7554,0.0,0.03125,Correct,Correct,Correct,62_VAV_79518$9c7498e9-3b6a-4ffc-9618-7054fb59b280
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.956,Correct,Correct,Correct,47_BE_85855$10b7266f-2f47-40dd-b87a-a699bdb747ba
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.3,0.2222,0.0,0.509,Correct,Correct,Correct,80_JIM_62592$c8ac6bf4-e7e0-4dc6-89d1-bf59f0b522fc
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.45,0.25,0.339,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.2,0.769,0.9224,0.0,0.4778,0.8115,Correct,Corrupt,Corrupt,64_NON_04464$cbd00322-d859-4960-a6c4-08ceead7b863
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.379,Correct,Correct,Correct,37_EIN_51673$b81b92b3-f303-46c5-96b1-1d585ffc8e45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00883,1.0,0.1736,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.2556,0.0,0.0,0.0918,Corrupt,Correct,Corrupt,19_NON_03169$fd3d27cc-c5fc-48dd-a2b2-624cc6e66d52
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.311,0.0,0.567,0.836,Correct,Corrupt,Corrupt,46_EIN_23052$5abb4a9f-ec49-4272-9b98-1f8800bb7b73
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.2266,Correct,Correct,Correct,03_YE_83992$caac89db-a025-4608-99ee-d2af75441a70
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.9,0.02222,0.0,0.8633,Correct,Correct,Correct,90_JIM_03275$dcec7bd6-3f95-469e-b8fe-48852f2b85b2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.631,Correct,Correct,Correct,26_DAL_38632$75b61b1a-1ed7-4dcc-beb6-b3015b78f96a
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.391,0.875,0.2986,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.3333,0.0,0.745,Correct,Correct,Correct,54_YE_79237$d5a043fb-433c-4caa-b4aa-e72c82722ec9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.4653,0.0,0.617,0.961,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.994,Correct,Correct,Correct,27_TE_24863$8ece5f2f-2f86-47fd-9574-824d3c23e412
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5825,0.0,0.5,1.0,0.747,0.25,0.5723,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.2764,Correct,Correct,Correct,32_RE_49168$ebcecf4a-17f0-4396-b512-d72884a89ca9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.1765,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.5776,0.0,0.7334,0.8115,Correct,Corrupt,Corrupt,08_SIN_81407$f309385d-8bfc-4648-a4bf-eb2a4f091bac
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.4778,0.3223,0.0,0.6445,Correct,Correct,Correct,71_SAD_51034$46dd2b2c-f40a-4119-bd67-578b04717cd7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.633,Correct,Correct,Correct,66_VAV_61333$fa12e0b6-9646-404d-a8cb-d91feb6f8a95
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.6445,0.5938,Correct,Corrupt,Corrupt,15_SIN_70174$25a2f559-f866-4a01-a4bb-f174208e36f7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.4177,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.2333,0.0,0.632,Correct,Correct,Correct,40_HE_53172$dfc8fa38-7f38-44f2-8dea-cff3cb6f865b
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.2666,0.0,0.1396,Correct,Correct,Correct,64_VAV_75018$fcb2fc83-3691-4aa8-8f23-30915dcfc8bf
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.9556,0.2222,0.0,0.7285,Correct,Correct,Correct,44_NON_43794$b2d3c0db-343f-4216-85b8-36435856f6d1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.653,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.711,0.0,0.05664,Correct,Correct,Correct,39_NON_10951$ec8ee1d3-7219-4a13-af02-26b3cdd1023b
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.847,0.0,0.9453,0.03125,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.04004,Correct,Correct,Correct,88_NON_13123$a246824b-ae96-4bdf-bc0d-8c9cfe5c199c
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.03333,0.5225,0.0,0.623,Correct,Correct,Correct,77_MIM_58754$07db45e1-afd1-4d6f-85d9-581eceed7c29
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.541,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.4556,0.0,0.3604,Correct,Correct,Correct,42_RE_95774$416df67d-7de4-48bf-84b8-550da1276ff1
